ID,Label
10001,0.4111111111111112
10002,0.44592592592592595
10003,0.5103703703703704
10004,0.477037037037037
10005,0.3718518518518518
10006,0.36
10007,0.582962962962963
10008,0.34962962962962957
10009,0.49111111111111116
10010,0.4866666666666666
10011,0.577037037037037
10012,0.4644444444444445
10013,0.35407407407407404
10014,0.5066666666666667
10015,0.47111111111111115
10016,0.5733333333333335
10017,0.3503703703703704
10018,0.4718518518518519
10019,0.35259259259259257
10020,0.6296296296296295
10021,0.5007407407407407
10022,0.38888888888888895
10023,0.4355555555555556
10024,0.3874074074074073
10025,0.36444444444444446
10026,0.4822222222222223
10027,0.48444444444444457
10028,0.3059259259259259
10029,0.46888888888888897
10030,0.3837037037037037
10031,0.4851851851851852
10032,0.4637037037037038
10033,0.45925925925925937
10034,0.47185185185185186
10035,0.34222222222222226
10036,0.4422222222222222
10037,0.577037037037037
10038,0.4792592592592593
10039,0.5533333333333332
10040,0.40433862433862444
10041,0.5666666666666665
10042,0.4903703703703704
10043,0.4037037037037036
10044,0.4807407407407408
10045,0.5466666666666666
10046,0.42000000000000004
10047,0.5940740740740739
10048,0.3555555555555555
10049,0.5318518518518518
10050,0.3511111111111111
10051,0.7185185185185184
10052,0.42
10053,0.42148148148148146
10054,0.48148148148148145
10055,0.4325925925925926
10056,0.47629629629629633
10057,0.5266666666666667
10058,0.5407407407407409
10059,0.38148148148148153
10060,0.40296296296296297
10061,0.4659259259259259
10062,0.48814814814814816
10063,0.42
10064,0.4962962962962963
10065,0.4007407407407406
10066,0.43111111111111117
10067,0.493968253968254
10068,0.5244444444444444
10069,0.38370370370370377
10070,0.46888888888888886
10071,0.5118518518518518
10072,0.4385185185185185
10073,0.44370370370370377
10074,0.4014814814814816
10075,0.4533333333333333
10076,0.5985185185185186
10077,0.39185185185185184
10078,0.4340740740740741
10079,0.4325925925925926
10080,0.46444444444444444
10081,0.41777777777777786
10082,0.5096296296296295
10083,0.4155555555555556
10084,0.41259259259259257
10085,0.5933333333333333
10086,0.5607407407407408
10087,0.4822222222222222
10088,0.3777777777777777
10089,0.5103703703703704
10090,0.4518518518518519
10091,0.425925925925926
10092,0.6622222222222222
10093,0.43111111111111117
10094,0.47185185185185186
10095,0.4622222222222222
10096,0.5155555555555555
10097,0.4259259259259259
10098,0.42074074074074086
10099,0.2985185185185185
10100,0.5051851851851852
10101,0.40148148148148155
10102,0.422962962962963
10103,0.7222222222222221
10104,0.2822222222222222
10105,0.3859259259259259
10106,0.5096296296296295
10107,0.4799999999999999
10108,0.4170370370370371
10109,0.4762962962962964
10110,0.42222222222222217
10111,0.5162962962962963
10112,0.4311111111111111
10113,0.5214814814814815
10114,0.4177777777777777
10115,0.36074074074074064
10116,0.4333333333333334
10117,0.3511111111111111
10118,0.7
10119,0.4474074074074075
10120,0.5022222222222221
10121,0.357037037037037
10122,0.4518518518518519
10123,0.5177777777777778
10124,0.44592592592592606
10125,0.43543209876543215
10126,0.3644444444444444
10127,0.40518518518518515
10128,0.47629629629629633
10129,0.5266666666666666
10130,0.3422222222222222
10131,0.4503703703703704
10132,0.39555555555555555
10133,0.3
10134,0.4925925925925925
10135,0.3977777777777778
10136,0.38592592592592606
10137,0.48148148148148157
10138,0.5451851851851851
10139,0.3518518518518519
10140,0.4066666666666668
10141,0.40222222222222215
10142,0.35333333333333333
10143,0.4251851851851852
10144,0.42296296296296293
10145,0.43259259259259264
10146,0.52
10147,0.402962962962963
10148,0.425925925925926
10149,0.46666666666666673
10150,0.42148148148148157
10151,0.457037037037037
10152,0.4244444444444444
10153,0.5274074074074073
10154,0.48358024691358026
10155,0.48814814814814816
10156,0.3851851851851852
10157,0.4088888888888888
10158,0.4822222222222222
10159,0.33851851851851844
10160,0.3259259259259259
10161,0.5688888888888888
10162,0.4066666666666666
10163,0.46518518518518526
10164,0.45555555555555555
10165,0.4762962962962963
10166,0.4407407407407407
10167,0.5518518518518519
10168,0.38222222222222224
10169,0.48115226337448563
10170,0.6844444444444445
10171,0.43259259259259253
10172,0.43703703703703717
10173,0.33629629629629626
10174,0.3948148148148148
10175,0.514074074074074
10176,0.4896296296296296
10177,0.3762962962962963
10178,0.3911111111111111
10179,0.4155555555555556
10180,0.48370370370370375
10181,0.43259259259259264
10182,0.47185185185185186
10183,0.36370370370370364
10184,0.37925925925925924
10185,0.6945185185185185
10186,0.5192592592592592
10187,0.4622222222222223
10188,0.5051851851851852
10189,0.46266666666666667
10190,0.39851851851851855
10191,0.45470899470899473
10192,0.40444444444444455
10193,0.48000000000000004
10194,0.4222222222222222
10195,0.3577777777777777
10196,0.4037037037037037
10197,0.5451851851851851
10198,0.48148148148148145
10199,0.4832098765432099
10200,0.39703703703703697
10201,0.5266666666666666
10202,0.41999999999999993
10203,0.49629629629629624
10204,0.5785185185185184
10205,0.5059259259259259
10206,0.3659259259259259
10207,0.3725925925925926
10208,0.43407407407407406
10209,0.4696296296296297
10210,0.5644444444444443
10211,0.5074074074074074
10212,0.40518518518518526
10213,0.5555555555555556
10214,0.42000000000000004
10215,0.3814814814814815
10216,0.49851851851851847
10217,0.3385185185185185
10218,0.4296296296296296
10219,0.4222222222222222
10220,0.37925925925925924
10221,0.47555555555555556
10222,0.4674074074074074
10223,0.42148148148148157
10224,0.3533333333333333
10225,0.5829629629629629
10226,0.35629629629629633
10227,0.29111111111111115
10228,0.5037037037037037
10229,0.32518518518518513
10230,0.5081481481481481
10231,0.4207407407407408
10232,0.4192592592592594
10233,0.3911111111111111
10234,0.6659259259259258
10235,0.4466666666666667
10236,0.4
10237,0.4659259259259259
10238,0.5222222222222221
10239,0.5377777777777778
10240,0.42592592592592593
10241,0.38074074074074077
10242,0.43333333333333335
10243,0.6644444444444446
10244,0.6303703703703704
10245,0.52
10246,0.5199999999999999
10247,0.5
10248,0.5681481481481483
10249,0.44814814814814813
10250,0.40814814814814826
10251,0.5170370370370371
10252,0.5666666666666665
10253,0.4348148148148149
10254,0.33925925925925926
10255,0.3659259259259259
10256,0.39777777777777773
10257,0.32888888888888884
10258,0.397037037037037
10259,0.5162962962962963
10260,0.3681481481481482
10261,0.46444444444444444
10262,0.5037037037037037
10263,0.41851851851851857
10264,0.4400000000000001
10265,0.4185185185185185
10266,0.4474074074074075
10267,0.6622222222222223
10268,0.40518518518518515
10269,0.42814814814814817
10270,0.49925925925925924
10271,0.48666666666666664
10272,0.4281481481481481
10273,0.2874074074074074
10274,0.49111111111111116
10275,0.4474074074074074
10276,0.48814814814814816
10277,0.422962962962963
10278,0.4133333333333332
10279,0.41333333333333333
10280,0.5325925925925926
10281,0.3303703703703703
10282,0.597037037037037
10283,0.4511111111111112
10284,0.34444444444444444
10285,0.4318518518518519
10286,0.6029629629629629
10287,0.5288888888888887
10288,0.39481481481481484
10289,0.37925925925925913
10290,0.5785185185185184
10291,0.3733333333333333
10292,0.38666666666666666
10293,0.3518518518518518
10294,0.40740740740740744
10295,0.4577777777777778
10296,0.3918518518518518
10297,0.6585185185185184
10298,0.5829629629629629
10299,0.42444444444444446
10300,0.5111111111111111
10301,0.5881481481481481
10302,0.5762962962962963
10303,0.48000000000000004
10304,0.3607407407407407
10305,0.637037037037037
10306,0.5377777777777778
10307,0.5192592592592592
10308,0.4059259259259259
10309,0.37629629629629624
10310,0.5892592592592591
10311,0.4133333333333333
10312,0.437037037037037
10313,0.4281481481481482
10314,0.42592592592592593
10315,0.4725925925925926
10316,0.49777777777777776
10317,0.34962962962962957
10318,0.402962962962963
10319,0.3659259259259259
10320,0.47777777777777775
10321,0.3785185185185186
10322,0.5837037037037037
10323,0.45851851851851855
10324,0.362962962962963
10325,0.3592592592592592
10326,0.46296296296296297
10327,0.44
10328,0.3992592592592593
10329,0.39703703703703686
10330,0.37333333333333324
10331,0.4
10332,0.5288888888888889
10333,0.40518518518518526
10334,0.43851851851851864
10335,0.5074074074074074
10336,0.4748148148148148
10337,0.37481481481481477
10338,0.46518518518518515
10339,0.4
10340,0.3696296296296295
10341,0.4925925925925926
10342,0.5
10343,0.4325925925925926
10344,0.43111111111111106
10345,0.46740740740740744
10346,0.405925925925926
10347,0.3985185185185186
10348,0.397037037037037
10349,0.4918518518518519
10350,0.3822222222222223
10351,0.45185185185185184
10352,0.45925925925925937
10353,0.485925925925926
10354,0.37999999999999995
10355,0.5459259259259259
10356,0.37037037037037035
10357,0.5
